attr_id,title,description,country,currency
1471,South Africa Gold Production YoY,,South Africa,ZAR
1472,Greece Manufacturing Purchasing Managers Index (PMI),"The Purchasing Managers Index is a monthly survey of business conditions, using identical survey methodology in each country participating in the surveys.Markit produces the Greek Purchasing Managers Index in association with the Hellenic Purchasing Institute (HPI). Each month questionnaires are sent to a panel of 300 companies, selected to accurately reflect the structure of the manufacturing \r\nsector. Data are collected relating to: output, new orders, export orders, quantity of goods purchased, input prices, supplier delivery performance, stocks of goods purchased, stocks of finished goods and employment. Several of the above series are combined together to form a single composite indicator of the manufacturing sector - the Purchasing Managers Index.",Greece,EUR
1473,Mexico Gross Fixed Investments MoM,"This consists of additions to the assets of producers of tangible reproducible goods which have an expected lifetime of use of one year or more. The producers in question may be industries, producers of Government services and producers of private non-profit services to household. The capital goods may be purchased or produced on own account. Sales less purchases of second-hand fixed assets and sales of scrapped fixed assets by producers should be deducted from gross fixed capital formation. \r\nGross Capital formation consists of; \r\nGross Fixed Capital Formation= Aquisition less disposals of fixed assets + Improvements to land \r\nAND \r\nInventories=Finished Goods, Materials/Fuel, Work in Progress \r\nAND \r\nValuables= Goods of value not used in consumption or production",Mexico,MXN
1474,Mexico Gross Fixed Investments YoY,"This consists of additions to the assets of producers of tangible reproducible goods which have an expected lifetime of use of one year or more. The producers in question may be industries, producers of Government services and producers of private non-profit services to household. The capital goods may be purchased or produced on own account. Sales less purchases of second-hand fixed assets and sales of scrapped fixed assets by producers should be deducted from gross fixed capital formation. \r\nGross Capital formation consists of; \r\nGross Fixed Capital Formation= Aquisition less disposals of fixed assets + Improvements to land \r\nAND \r\nInventories=Finished Goods, Materials/Fuel, Work in Progress \r\nAND \r\nValuables= Goods of value not used in consumption or production",Mexico,MXN
1475,Brazil S&P Global Composite Purchasing Managers Index (PMI),,Brazil,BRL
1476,Brazil S&P Global Manufacturing Purchasing Managers Index (PMI),"The HSBC Brazil Manufacturing PMI is based on data compiled from monthly replies to questionnaires sent to purchasing executives in around 400 manufacturing companies. The panel is stratified geographically and by Standard Industrial Classification (SIC) group, based on industry contribution to Brazilian GDP. \r\nSurvey responses reflect the change, if any, in the current month compared to the previous month based on data collected mid-month.An index reading above 50 indicates an overall increase in that variable, below 50 an overall decrease.",Brazil,BRL
1477,Brazil S&P Global Services Purchasing Managers Index (PMI),"The Purchasing Managers Index (PMI) is a composite indicator designed to provide an overall view of activity in the manufacturing sector and acts as an leading indicator for the whole economy. The PMI is a composite index based on the diffusion indexes for the following five indicators and their weight:\r\nNew orders - 0.3, Output - 0.25 , Employment - 0.2, Suppliers delivery times - 0.15 and Stock of items purchased - 0.1 with the Delivery times index inverted so that it moves in a comparable direction. When PMI is below 50.0 this indicates that the manufacturing economy is declining and a value above 50.0 indicates an expansion of the manufacturing economy. The individual survey indexes have been seasonally adjusted using the US Bureau of Census X-11 programme. The seasonally adjusted series are then used to calculate the seasonally adjusted PMI.",Brazil,BRL
1478,South Africa Purchasing Managers Index (PMI),,South Africa,ZAR
1479,Sweden Industrial New Orders YoY,New orders measure the value of orders received in a given period of time. They are legally binding contracts between a consumer and a producer for delivering goods and services. \r\nNew orders indicate future industrial output and production requirements.,Sweden,SEK
1480,Ireland Ireland Gross National Product (GNP) YoY,"Gross National Product (GNP) is the sum of GDP and NFI. NFI is the difference between two large gross flows, its magnitude can fluctuate greatly from one quarter to another. This can lead to significant differences between the GDP andGNP growth rate for the same quarter.",Ireland,EUR
1481,Ireland Manufacturing Purchasing Managers Index (PMI),"The PMI Report on Manufacturing is a monthly publication, researched & published by Markit.The survey covers industrial sectors based on Standard Industrial Classification (SIC) groups; Chemicals, Electrical, Food/Drink, Mechanical Engineering, Metals, Textiles, Timber/Paper, Transport, Other.The results are presented by question asked, showing the % of respondents reporting an improvement, deterioration or no-change since the previous month. From these %, an index is derived such that a level of 50.0 signals no-change since the previous month. Above 50.0 signals an increase (or improvement), below 50.0 a decrease (or deterioration). The greater the divergence from 50.0, the greater the rate of change signaled.",Ireland,EUR
1482,Ireland Services Purchasing Managers Index (PMI),"The survey covers transport & communication, financial intermediation, business services, personal services, computing & IT and hotels & restaurants. Each response received is weighted according to the size of the company to which the questionnaire refers & the contribution to total service sector output accounted for by the sub-sector to which that company belongs.This therefore ensures that replies from larger companies have a greater impact on the final index numbers than replies from small companies.The results are presented by question asked, showing the % of respondents reporting an improvement, deterioration or no-change since the previous month.From these %, an index is derived such that a level of\r\n50.0 signals no-change since the previous month.Above 50.0 signals an increase (or improvement),below 50.0 a decrease(or deterioration).The greater the divergence from 50.0, the greater the rate of change signaled.",Ireland,EUR
1483,U.S. ISM Manufacturing New Orders Index,"The Manufacturing ISM Report On Business is based on data compiled from monthly replies to questions asked of purchasing and supply executives in over 400 industrial companies.For each of the indicators measured (New Orders, Backlog of Orders, New Export Orders, Imports, Production, Supplier Deliveries, Inventories, Customers Inventories, Employment, and Prices), this report shows the percentage reporting each response,the net difference between the number of responses in the positive economic directionand the negative economic direction and the diffusion index. Responses are raw data and are never changed. The diffusion index includes the percent of positive responses plus one-half of those responding the same (considered positive). The resulting single index number is then seasonally adjusted to allow for the effects of repetitive intra-year variations resulting primarily from normal differences in weather conditions, various institutional arrangements, and differences attributable to non-moveable holidays. All seasonal adjustment factors are supplied by the U.S. Department of Commerce and are subject annually to relatively minor changes when conditions warrant them. The PMI is a composite index based on the seasonally adjusted diffusion indices for five of the indicators with varying weights: New Orders --30% Production --25% Employment --20% Supplier Deliveries --15% and Inventories -- 10%.",United States,USD
1484,U.S. ISM Non-Manufacturing Business Activity,"The Non-Manufacturing ISM Report on Business is based on data compiled from monthly replies to questions asked of more than 370 purchasing and supply executives in over 62 different industries representing nine divisions from the Standard Industrial Classification (SIC) categories. Membership of the Business Survey Committee is diversified by SIC category and is based on each industry's contribution to Gross Domestic Product (GDP). \r\nSurvey responses reflect the change, if any, in the current month compared to the previous month. For each of the indicators measured (Business Activity, New Orders, Backlog of Orders, New Export Orders, Inventory Change, Inventory Sentiment, Imports, Prices, Employment, and Supplier Deliveries), this report shows the percentage reporting each response, the net difference between the number of responses in the positive economic direction (higher and slower for Supplier Deliveries) and the negative economic direction (lower and faster for Supplier Deliveries). Responses represent raw data and are never changed. Data is seasonally adjusted for Business Activity, New Orders, Imports, and Employment. The remaining indexes have not indicated significant seasonality.",United States,USD
1485,Canada Ivey Purchasing Managers Index (PMI) n.s.a,"The Ivey Purchasing Managers Index is jointly sponsored by the Purchasing Management Association of Canada (PMAC) and the Richard Ivey School of Business. The Ivey Purchasing Managers Index measures month to month changes in dollars of purchases as indicated by a panel of purchasing managers from across Canada. The 175 participants in this survey have been carefully selected geographically and \r\nby sector of activity to match the Canadian economy as a whole. The index includes both the public and private sectors. Index panel members indicate whether their organizations activity is higher than the same as, or lower than the previous month across the following five categories: purchases, employment, inventories, supplier deliveries and prices.",Canada,CAD
1486,Latvia Gross Domestic Product (GDP) YoY,"GDP measures summary value of goods and services generated in a relevant country or region. A region's gross domestic product, or GDP, is one of the ways for measuring the size of its economy. Expenditure approach - Total expenditures on all finished goods and services produced within the economy. Calculation: GDP using the expenditure approach is derived as the sum of all final expenditures, changes in inventories and exports of goods and services less imports of goods and services. Market influence of GDP Unexpectedly high quarterly GDP growth is perceived to be potentially inflationary if the economy is close to full capacity; this, in turn, causes bond prices to drop and yields and interest rates to rise. Where the stock market is concerned on one side higher than expected growth leads to higher profits and that's good for he stock market.",Latvia,EUR
1487,Latvia Industrial Production YoY,"Changes in the volume of the physical output of the nation's factories, mine and utilities are measured by the index of industrial production. The figure is calculated as a weighted aggregate of goods and reported in headlines as a percent change from the same month of previous year.Rising industrial production figures signifyincreasing economic growth and can positively influence the sentiment towards local currency.",Latvia,EUR
1488,Latvia Industrial Production MoM,"Changes in the volume of the physical output of the nation's factories, mine and utilities are measured by the index of industrial production. The figure is calculated as a weighted aggregate of goods and reported in headlines as a percent change from the same month of previous year.Rising industrial production figures signifyincreasing economic growth and can positively influence the sentiment towards local currency.",Latvia,EUR
1489,Latvia Retail Sales MoM,"Retail sales data represents total consumer purchase from retail stores. It provides valuable information about consumer spending which makes up the consumption part of GDP. The most volatile components like autos, gas prices and food prices are often removed from the report to show more underlying demand patterns as changes in sales in these categories are frequently a result of price changes. It is not adjusted for inflation. Spending on services is not included. Rising retail sales indicate stronger economic growth.",Latvia,EUR
1490,Latvia Retail Sales YoY,"Retail sales data represents total consumer purchase from retail stores. It provides valuable information about consumer spending which makes up the consumption part of GDP. The most volatile components like autos, gas prices and food prices are often removed from the report to show more underlying demand patterns as changes in sales in these categories are frequently a result of price changes. It is not adjusted for inflation. Spending on services is not included. Rising retail sales indicate stronger economic growth.",Latvia,EUR
1491,HCOB Eurozone Composite Purchasing Managers Index (PMI),"The PMI monthly Composite Reports on Manufacturing and Services are based on surveys of over 300 business executives in private sector manufacturing companies and also 300 private sector services companies. Data is usually released on the third working day of each month. Each response is weighted \r\naccording to the size of the company and its contribution to total manufacturing or services output accounted for by the sub-sector to which that company belongs. Replies from larger companies have a greater impact on the final index numbers than those from small companies. Results are presented by question asked, showing the percentage of respondents reporting an improvement, deterioration or no change since the previous month. From these percentages, an index is derived: a level of 50.0 signals no change since the previous month, above 50.0 signals an increase (or improvement), below 50.0 a decrease (or contraction).",Europe,EUR
1492,U.S. S&P Global Composite Purchasing Managers Index (PMI),,United States,USD
1494,U.S. MBA Purchase Index,"MBA - Mortgage Bankers Association of America. The Purchase Index includes all mortgages applications for the purchase of a single-family home. It covers the entire market, both conventional and government loans, and all products. The Purchase Index has proven to be a reliable indicator of impending home sales.",United States,USD
1496,South Africa Mining Production,"Statistics South Africa (Stats SA) publishes monthly mining production indices and mineral sales based on the information furnished by the Department of Mineral Resources and Energy (DMRE).\nThe results of this survey are used to calculate the volume of mining production indices in order to estimate the gross domestic product (GDP) and its components, which in turn are used to develop and monitor government policy.",South Africa,ZAR
1497,National Bank of New Zealand Own Activity,"The Business Outlook is designed to provide a snapshot of business opinions regarding the expected future state of their business and the New Zealand economy overall. It is a monthly sample survey with around 700 respondents. The statistic is a good predictor of the future business situation, even though the survey asks for conditions twelve month hence. However, for items as price of goods and service as well as capacity utilization, the statistics predicts condition three month hence. The Net index (% expecting increase (improve/rise) minus % expecting decrease (worsen/decline). U = no survey is made in January.",New Zealand,NZD
1498,Nigeria Oil Production,,Nigeria,NGN
1499,Japan Overtime Pay YoY,"Wages and salaries are defined as ""the total remuneration, in cash or in kind, payable to all persons counted on the payroll (including homeworkers), in returnfor work done during the accounting period"" regardless of whether it is paid on the basis of working time, output or piecework and whether it is paid regularly or not.Non-scheduled cash earnings are the wages paid for work performed outsidescheduled working hours, and on days off or night work, that is allowances for working outside work hours, night work, early morning work, and overnight duty.",Japan,JPY
1500,New Zealand Permanent/Long-Term Migration,"Permanent and long-term arrivals include overseas migrants who arrive in New Zealand intending to stay for a period of 12 months or more (or permanently), plus New Zealand residents returning after an absence of 12 months or more.",New Zealand,NZD
1501,U.S. Philadelphia Fed CAPEX Index,"The Philadelphia Fed Regional Index is an indicator that measures the current conditions in the manufacturing sector in the district of Philadelphia, which is the third largest in the United States. Arises from a survey conducted by the Philadelphia Fed on the general health of the economy and businesses. Participants must indicate in the interview, according to its assessment, the changes from the previous month and the forecast for the next six months. \r\nThe general index indicates growth when it is above zero and contraction when is below zero. Then there are various components, such as the prices paid, prices received, employment, hours worked, new orders and backlog of those, the delivery time and shipment orders.",United States,USD
1502,U.S. Philadelphia Fed New Orders,"The Philadelphia Fed Regional Index is an indicator that measures the current conditions in the manufacturing sector in the district of Philadelphia, which is the third largest in the United States. Arises from a survey conducted by the Philadelphia Fed on the general health of the economy and businesses. Participants must indicate in the interview, according to its assessment, the changes from the previous month and the forecast for the next six months. The general index indicates growth when it is above zero and contraction when is below zero. \r\nThen there are various components, such as the prices paid, prices received, employment, hours worked, new orders and backlog of those, the delivery time and shipment orders.",United States,USD
1503,U.S. Philadelphia Fed Prices Paid,"The Philadelphia Fed Regional Index is an indicator that measures the current conditions in the manufacturing sector in the district of Philadelphia, which is the third largest in the United States. Arises from a survey conducted by the Philadelphia Fed on the general health of the economy and businesses. Participants must indicate in the interview, according to its assessment, the changes from the previous month and the forecast for the next six months. The general index indicates growth when it is above zero and contraction when is below zero. \r\nThen there are various components, such as the prices paid, prices received, employment, hours worked, new orders and backlog of those, the delivery time and shipment orders.",United States,USD
1504,Australia Private House Approvals,"Construction industry provides information on construction output and activity. Such information gives an insight into the supply on the housing and construction market. Rising number of new construction starts or value of construction completed reflects higher consumer and business optimism. Expanding\r\nconstruction indicates growth in the housing market and predicts an increase in the overall economy. However, an excessive supply of new buildings may result in a drop in housing prices. The construction industry is one of the first to go into a recession when the economy declines but also to recover as conditions improve.Statistics of building work approved are compiled from: permits issued by local government authorities; contracts let or day labour work authorised by Commonwealth, State, semi-government and local government authorities; major building activity in areas not subject to normal administrative approval e.g. building on remote mine sites.",Australia,AUD
1505,Norway Norges Bank regional network Survey,,Norway,NOK
1506,U.S. Retail Control MoM,,United States,USD
1507,U.S. Retail Sales Ex Gas/Autos MoM,"Retail sales data represents total consumer purchase from retail stores. It provides valuable information about consumer spending which makes up the consumption part of GDP. The most volatile components like autos, gas prices andfood prices are often removed from the report to show more underlying demand patterns as changes in sales in these categories are frequently a result of price changes. It is not adjusted for inflation. Spending on services is not included. Rising retail sales indicate stronger economic growth. However, if theincrease is larger than forecast, it may be inflationary.",United States,USD
1508,New Zealand Retail Sales Quarterly YoY,"Retail sales data represents total consumer purchase from retail stores. It provides valuable information about consumer spending which makes up the consumption part of GDP. The most volatile components like autos, gas prices andfood prices are often removed from the report to show more underlying demand patterns as changes in sales in these categories are frequently a result of price changes. It is not adjusted for inflation. Spending on services is not included. Rising retail sales indicate stronger economic growth. However, if theincrease is larger than forecast, it may be inflationary.",New Zealand,NZD
1509,Japan Reuters Tankan Index,"The Reuters Tankan is a monthly survey of leading Japanese companies, and it wasformally known as Telerate Tankan until it was renamed after the acquisition of Quick Moneyline Telerate Corp. by Reuters Group. It covers a panel of 200 manufacturers and 200 non-manufacturers. The monthly figures are designed to provide early indications of the BOJ's quarterly tankan. The indexes are derivedby subtracting the percentage of respondents who say business conditions are poor from the percentage of those who say they are good.",Japan,JPY
1510,U.S. Richmond Manufacturing Shipments,"The Survey of Fifth District Manufacturing Activity - Business activity index. All firms surveyed are located within the Fifth Federal Reserve District, which includes the District of Columbia, \r\nMaryland, North Carolina, South Carolina, Virginia, and Most of West Virginia. \r\nEach index equals the precentage reporting increase minus the percentage reporting decrease.",United States,USD
1511,U.S. Richmond Services Index,"The Survey of Fifth District Manufacturing Activity - Business activity index. All firms surveyed are located within the Fifth Federal Reserve District, which includes the District of Columbia, \r\nMaryland, North Carolina, South Carolina, Virginia, and Most of West Virginia. \r\nEach index equals the precentage reporting increase minus the percentage reporting decrease.",United States,USD
1513,Sweden Services Purchasing Managers Index (PMI) MoM,,Sweden,SEK
1515,Japan Tankan All Big Industry CAPEX,"This is annual projection from each quarter's perspective. Japanese Fiscal Year covers from April to March in the following year. Every quarter the respondents give their forecast values for the Fiscal Year, starting from March survey whichis before the next fiscal year starts.",Japan,JPY
1516,Japan Tankan All Small Industry CAPEX,"Business Conditions, large enterprises, manufacturing, actual result. Respondingenterprises are asked to choose one alternative among three as the best descriptor of prevailing conditions, excluding seasonal factors at the time of the survey and three months hence. For Business Conditions, it's judgment of general business conditions of the responding enterprise, primarily in light of individual profits. The alternatives are, (1) Favorable (2) Not so favorable (3)Unfavorable. Diffusion Index is calculated by subtracting the percentage share of enterprisesresponding '(3) Unfavorable' from that of '(1) Favorable'.",Japan,JPY
1517,Japan Tankan Big Manufacturing Outlook Index,"Business Conditions, large enterprises, manufacturing, actual result. Responding enterprises are asked to choose one alternative among three as the best descriptor of prevailing conditions, excluding seasonal factors at the timeof the survey and three months hence. For Business Conditions, it's judgment of general business conditions of the responding enterprise, primarily in light of individual profits. The alternatives are, (1) Favorable (2) Not so favorable (3)Unfavorable. Diffusion Index is calculated by subtracting the percentage share of enterprisesresponding '(3) Unfavorable' from that of '(1) Favorable'.",Japan,JPY
1518,Argentina Tax Revenue,"Revenue is the amount of money that is brought into a company by its business activities. In the case of government, revenue is the money received from taxation, fees, fines, inter-governmental grants or transfers, securities sales,mineral rights and resource rights, as well as any sales that are made.\r\n\r\nA higher than expected reading should be taken as positive/bullish for the ARS, while a lower than expected reading should be taken as negative/bearish for the ARS.",Argentina,ARS
1519,U.S. Texas Services Sector Outlook,"Survey responses are used to calculate an index for each indicator. Each index is calculated by subtracting the percentage of respondents reporting a decrease from the percentage reporting an increase. When the share of firms reporting an increase exceeds the share of firms reporting a decrease, the index will be greater than zero, suggesting the indicator has increased over the prior month. If the share of firms reporting a decrease exceeds the share reporting an increase, the index will be below zero, suggesting the indicator has decreased over the prior month. An index will be zero when the number of firms reporting an increase is equal to the number of firms reporting a decrease.",United States,USD
1520,Australia ANZ Internet Job Ads MoM,Average number of Internet job advertisements per week.,Australia,AUD
1522,Austria Unemployment Change,"Unemployment is the total number of all persons above a specified age, who in a short reference period were: not employed, available for work (either for paid work or for self employment) and were seeking work (were actively searching for employment or taking active steps towards self-employment).The definition for anunemployed person is: Persons (16-65 years) who were available for work (except for temporary illness) but did not work during the survey week, and who made specific efforts to find a job within the previous 4 weeks by going to an employment agency, by applying directly to an employer, by answering a job ad, or being on a union or professional register.",Austria,EUR
1523,Brazil CAGED Net Payroll Jobs,"Employment is the total number of persons above a specified age, who in a short reference period (e.g. a week or a day), were in paid employment or self-employment. Paid employment includes persons who worked in the reference period or who had a job but were temporarily absent from work. Self-employment \r\nincludes persons who either worked in the reference period or were temporarily absent from work.Series data show evolution of formal employment in Brazil. It is measured by the movements declared in CAGED - Cadastro Geral de Empregados e Desempregados (General Register of Employment and Unemployment) of the Ministry of Labour. There are separate series for thousands of admitted and dismissed employees per month (registered in CAGED), as well as for net, i.e. admitted less dismissed. Totals of admitted, dismissed and net are also broken down to eight main sectors of economic activity according to the IBGE.",Brazil,BRL
1524,U.S. Employment Benefits QoQ,,United States,USD
1525,Poland Employment Growth YoY,"The number of persons employed in national economy, employment status, selected categories of employed persons, foreigners, disabled persons, retired persons, elements of employment movement by recruitment sources and reasons for dismissals.",Poland,PLN
1526,U.S. Employment Wages QoQ,,United States,USD
1527,Germany Unemployment,"The unemployment rate represents the number of unemployed persons expressed as a percentage of the labour force. The unemployment rate for a particular age/sex group is the number of unemployed in that group expressed as a percentage of the labour force for that group.The definition for an unemployed person is: Persons (16-65 years) who were available for work (except for temporary illness) but did\r\nnot work during the survey week, and who made specific efforts to find a job within the previous 4 weeks by going to an employment agency, by applying directly to an employer, by answering a job ad, or being on a union or professional register. The percentage number is calculated unemployed / (employed + unemployed).",Germany,EUR
1528,Germany Unemployment n.s.a.,"The definition for an unemployed person is: Persons (16-65 years) who were available for work (except for temporary illness) but did not work during the survey week, and who made specific efforts to find a job within the previous 4 weeks by going to an employment agency, by applying directly to an employer, by answering a job ad, or being on a union or professional register. The percentagenumber is calculated unemployed / (employed + unemployed).",Germany,EUR
1529,Greece Quarterly Unemployment Rate,The unemployment rate represents the number of unemployed persons expressed as apercentage of the labour force. The unemployment rate for a particular age/sex group is the number of unemployed in that group expressed as a percentage of thelabour force for that group.,Greece,EUR
1530,Ireland Unemployment,"Unemployment is the total number of all persons above a specified age, who in a short reference period were: not employed, available for work (either for paid work or for self employment) and were seeking work (were actively searching for employment or taking active steps towards self-employment).The Live Register is compiled from returns made directly to the Central Statistics Office by each local office of the Department of Social and Family Affairs. It comprises persons under 65 years of age in the following classes: All Claimants for Unemployment Benefit (UB) excluding systematic short-time workers Applicants for Unemployment Assistance (UA) excluding smallholders/farm assists and other self-employed persons Other registrants including applicants for credited Social Welfare contributions but excluding those directly involved in an industrial dispute.",Ireland,EUR
1531,U.S. Manufacturing Payrolls,"Employment data, except those for the Federal Government, refer to persons on establishment payrolls who received pay for any part of the pay period which includes the 12th of the month. For Federal Government establishments, employment figures represent the number of persons who occupied positions on the last day of the calendar month. Intermittent workers are counted if they performed any service during the month.The data exclude proprietors, the self-employed, unpaid volunteer or family workers, farm workers, and domestic workers. Salaried officers of \r\ncorporations are included. Government employment covers only civilian employees; military personnel are excluded. Employees of the Central Intelligence Agency and the National Security Agency also are excluded.Persons on establishment payrolls who are on paid sick leave (when pay is received directly from the firm), on paid holiday, on paid vacation, or work during a part of the pay period even though they are unemployed or on strike during the rest of the period are counted as employed. Not counted as employed are persons who are on layoff, on leave without pay, on strike for the entire period, or who were hired but have not yet reported during\r\nthe period.",United States,USD
1532,New Zealand Participation Rate,"The target population for the Household Labour Force Survey is the civilian usually-resident non-institutionalised population aged 15 and over. \r\nBefore the June 1995 quarter the survey included a sample of individuals living in non-private dwellings such as hotels, boarding houses, tertiary hostels, and motor camps. From the June 1995 quarter onwards, the groups that are excluded from the survey sample are: residents temporarily overseas, those in non-private dwellings, retirement homes, hospitals and psychiatric institutions, prisons, penal institutions and police lock-up; members of the permanent armed forces; non-New Zealand armed forces; overseas diplomats; overseas visitors who expect to be resident in New Zealand for less than 12 months; those aged under 15 years of age; and people living on offshore islands (except for Waiheke Island).",New Zealand,NZD
1533,United States Payrolls Benchmark,"A benchmark revision is the difference between the benchmark employment level for a given period and its corresponding sample-based estimate. The overall accuracy of the establishment survey is usually gauged by the size of this difference. The benchmark revision often is regarded as a proxy for total survey error, but this does not take into account error in the universe data. The employment counts obtained from quarterly unemployment insurance tax forms are administrative data that reflect employer record-keeping practices and differing State laws and procedures. The benchmark revision can be more precisely interpreted as the difference between two independently derived employment counts, each subject to its own error sources.",United States,USD
1534,"U.S. Payrolls Benchmark, n.s.a.","A benchmark revision is the difference between the benchmark employment level for a given period and its corresponding sample-based estimate. The overall accuracy of the establishment survey is usually gauged by the size of this difference. The benchmark revision often is regarded as a proxy for total survey error, but this does not take into account error in the universe data. The employment counts obtained from quarterly unemployment insurance tax forms are administrative data that reflect employer record-keeping practices and differing State laws and procedures. The benchmark revision can be more precisely interpreted as the difference between two independently derived employment counts, each subject to its own error sources.",United States,USD
1535,Slovakia Unemployment Rate,"The unemployment rate represents the number of unemployed persons expressed as a percentage of the labour force. The unemployment rate for a particular age/sex group is the number of unemployed in that group expressed as a percentage of the labour force for that group. \r\nA registered unemployed is a person who is neither in employment nor a member of an organization, does not perform any independent gainful activity, nor is getting ready for an occupation and is personally applying, on the basis of a written application, for the intermediation of an appropriate job at labour offices, social affairs and family. People who are interested in a job and are in employment or perform an independent gainful activity and are interested in a different job are not included.",Slovakia,EUR
1536,South Africa Unemployment,"Unemployment is the total number of all persons above a specified age, who in a short reference period were: not employed, available for work (either for paid work or for self employment) and were seeking work (were actively searching for employment or taking active steps towards self-employment).A person is unemployed if he or she desires employment but cannot find a job. The Quarterly Labour Force Survey (QLFS) is a household-based sample survey conducted by Statistics South Africa (Stats SA). It collects data on the labour market activities of individuals aged 15 years or older who live in South Africa.",South Africa,ZAR
1537,Norway Unemployment Change,"The definition for an unemployed person is: Persons (16-65 years) who were available for work (except for temporary illness) but did not work during the survey week, and who made specific efforts to find a job within the previous 4 weeks by going to an employment agency, by applying directly to an employer, by answering a job ad, or being on a union or professional register. The percentagenumber is calculated unemployed / (employed + unemployed).",Norway,NOK
1538,Colombia Urban Unemployment Rate,The unemployment rate represents the number of unemployed persons expressed as apercentage of the labour force. The unemployment rate for a particular age/sex group is the number of unemployed in that group expressed as a percentage of thelabour force for that group.,Colombia,COP
1539,Latvia Consumer Price Index (CPI) MoM,"The consumer price index (CPI) is a measure of change over a specified period of time in the general level of prices of goods and services that a given population acquires, uses or pays for consumption. It compares a household's cost for a specific basket of finished goods and services with the cost of the same basket during an earlier benchmark period.Consumer Price index is the most frequently used indicator of inflation and reflect changes in the cost of acquiring a fixed basket of goods and services by the average consumer. The weights are usually derived from household expenditure surveys.",Latvia,EUR
1540,Mexico 1st Half-Month Core Consumer Price Index (CPI),"The consumer price index (CPI) is a measure of change in the general level of prices of goods and services bought by households over a specified period of time. It compares a household's cost for a specific basket of finished goods and services with the cost of the same basket during an earlier benchmark period. The consumer price index is used as a measurement of inflation and is a key\neconomic figure. Likely impact:\n1) Interest Rates: Larger-than-expected quarterly increase in price inflation or increasing trend is considered inflationary; this will cause bond prices to drop and yields and interest rates to rise.\n2) Stock Prices: Higher than expected price inflation is bearish on the stock market as higher inflation will lead to higher interest rates.\n3) Exchange Rates: High inflation has an uncertain effect. It would lead to depreciation as higher prices mean lower competitiveness. Conversely, higher inflation causes higher interest rates and a tighter monetary policy that leads to an appreciation.",Mexico,MXN
1541,Mexico 1st Half-Month Consumer Price Index (CPI),"The consumer price index (CPI) is a measure of change in the general level of prices of goods and services bought by households over a specified period of time. It compares a household's cost for a specific basket of finished goods and services with the cost of the same basket during an earlier benchmark period. The consumer price index is used as a measurement of inflation and is a key\neconomic figure. Likely impact:\n1) Interest Rates: Larger-than-expected quarterly increase in price inflation or increasing trend is considered inflationary; this will cause bond prices to drop and yields and interest rates to rise.\n2) Stock Prices: Higher than expected price inflation is bearish on the stock market as higher inflation will lead to higher interest rates.\n3) Exchange Rates: High inflation has an uncertain effect. It would lead to depreciation as higher prices mean lower competitiveness. Conversely, higher inflation causes higher interest rates and a tighter monetary policy that leads to an appreciation.",Mexico,MXN
1542,Austria Harmonised Index of Consumer Prices (HICP) MoM,"Harmonised Index of Consumer Prices (HICP) in an index of consumer prices calculated and published by Eurostat, the Statistical Office of the European Union (EU), on the basis of a statistical methodology that has been harmonised across all EU Member States. HICP is a measure of prices used by the Governing Council of EU to define and assess price stability in the euro area as a whole in quantitative terms.",Austria,EUR
1543,Austria Harmonised Index of Consumer Prices (HICP) YoY,"Harmonised Index of Consumer Prices (HICP) in an index of consumer prices calculated and published by Eurostat, the Statistical Office of the European Union (EU), on the basis of a statistical methodology that has been harmonised across all EU Member States. HICP is a measure of prices used by the Governing Council of EU to define and assess price stability in the euro area as a whole in quantitative terms.",Austria,EUR
1544,Unicredit Bank Austria Manufacturing Purchasing Managers Index (PMI),"The PMI Report on Manufacturing is a monthly publication, researched and published by Markit. It is based on a survey of business executives in the reporting country's private sector manufacturing companies and is designed to provide the most up-to-date picture of business conditions in the private manufacturing sector.The survey covers industrial sectors based on Standard Industrial Classification (SIC) groups; Chemicals, Electrical, Food/Drink, Mechanical Engineering, Metals, Textiles, Timber/Paper, Transport, Other. Each response received is weighted according to the size of the company to which the \r\nquestionnaire refers and the contribution to total manufacturing output accounted for by the sub-sector to which that company belongs. This therefore ensures that replies from larger companies have a greater impact on the final index numbers than replies from small companies.",Austria,EUR
1545,Austria Wholesale Prices n.s.a MoM,"The wholesale price index is part of a comprehensive price index system that uses the producer price index, the import price index and the consumer price index to reflect price trends at the various stages of the economic process. The task of the wholesale price index (GHPI) is to show the development of the prices of goods sold by wholesalers. The price survey for the 384 goods in the shopping cart is currently carried out by around 470 wholesalers who provide around 2400 wholesale sales prices (excluding VAT) per month. The wholesale price index is used for numerous contractual agreements and value safeguards, both by public authorities and by domestic and foreign companies. \n The wholesale price index is also used as a deflator for the monthly sales indices of the wholesale trade, for value-based production data and in the context of national accounts. Selected key figures from the wholesale price index are used to create the construction cost index.",Austria,EUR
